,x_pix,y_pix,ux,uy,Exx,Eyy,Exy,R,Reig,lambda1,width_mm,area_mm2,stress_mpa,frame
2915835,267.0,856.0,6.142737103426134,0.009268315422777285,1.9406473534344868,-0.2617637492488947,0.0505565752457237,2.4481664661455733,1.3143076691614952,4.883614547957492,3.0422,4.86752,0.16380364230655448,16.0
2910994,322.0,858.0,14.159326771722945,-0.04815944038064135,3.525798591190462,-0.31595064648717675,-0.16083995029716994,1.0383536212617785,2.393181572352617,8.065041216595514,3.0634,4.901440000000001,0.2628285091728145,34.0
2886514,322.0,868.0,12.45473894756123,-0.06094301696230531,3.282971495350666,-0.2830755496379056,-0.13080486837068706,0.7646929687541969,2.09788741132561,7.575526125335593,3.0634,4.901440000000001,0.2410770408288176,30.0
2908494,270.0,859.0,15.846585744147351,-0.07572887488287172,3.725085913388079,-0.34614350751708634,0.07037783791031478,2.222872220514113,0.990056609510277,8.452604291437778,3.0422,4.86752,0.3034952690487147,40.0
2920734,270.0,854.0,18.140298934245557,-0.07673183020621233,3.9214945050685737,-0.31721227451845296,-0.013837545163958529,1.141337206439035,0.1870432922544814,8.84307935637977,3.0422,4.86752,0.3346686088603642,45.0
2928080,272.0,851.0,13.691664254693919,-0.012812733827178846,3.486575091384319,-0.3073756060987383,-0.009487332334388887,1.3979091461558677,0.14327533824248348,7.973197631414736,3.0422,4.86752,0.27381887819669976,35.0
2923182,270.0,853.0,13.653235895762034,-0.01924406459121597,3.486575091384317,-0.30737560609875125,-0.009487332334381595,1.397909146155607,0.14327533824248348,7.973197631414733,3.0422,4.86752,0.27381887819669976,35.0
2891412,324.0,866.0,1.120745291301049,-0.12105804442508078,0.1664529922238206,-0.05992145883325006,0.004363479888170328,0.8892415338399865,1.1038579576323657,1.3330741384747533,3.074,4.9184,0.11121691790013012,3.0
2937924,324.0,847.0,2.9257898171810366,-0.052819943692886895,0.6175507097932209,-0.153016048575777,-0.018234119962834756,0.2987222662287118,1.3547939241527316,2.235963894282008,3.074,4.9184,0.14589921315875082,7.0
2935469,317.0,848.0,12.379627092588201,0.02004586703075839,3.280575782761106,-0.29131044699306186,-0.09595208096825361,0.0,1.537666203502134,7.56630299920912,3.0634,4.901440000000001,0.2410770408288176,30.0
2906046,270.0,860.0,14.957099629565153,-0.06776763581344536,3.6320525317259964,-0.3410270041094845,0.0650622289807167,2.216624748185764,0.9379271323080447,8.266235380270135,3.0422,4.86752,0.294159095391493,38.0
2915835,267.0,856.0,16.69170585590268,-0.07038475231733443,3.8104409301117297,-0.33480074499143875,0.034754541218710876,1.7791377523697283,0.4803343404046773,8.621464597411943,3.0422,4.86752,0.3164231847018605,42.0
2913393,273.0,857.0,8.501668128701967,0.016263055640749702,2.607129818476238,-0.2943548372263515,0.07663850100034987,2.653086949556464,1.5119793093846188,6.218305405564851,3.0422,4.86752,0.19157623122247058,22.0
2925631,271.0,852.0,1.4412321580263399,-0.07742450321341798,0.24540927780553112,-0.08938346288015131,0.0016150678939058792,1.433595263754703,0.2763910071599859,1.4908341376908665,3.0422,4.86752,0.12801514015350735,4.0
2930578,322.0,850.0,14.600036296178954,-0.020089833321649486,3.6397724639475246,-0.2990130617109752,-0.1342141863061237,0.0,1.949340569906444,8.288681033723194,3.0634,4.901440000000001,0.27192393786315855,35.0
2925631,271.0,852.0,6.5714841750792194,0.025040623093667946,2.065024113048411,-0.2636197759396274,0.02252632187561151,1.9342624310051535,0.5541861409284358,5.130484005653917,3.0422,4.86752,0.17067597133653278,17.0
2933023,319.0,849.0,2.4478815438821906,-0.06473171407938083,0.4714449675544714,-0.12969744071075545,-0.01122735828700068,0.43589678592830566,1.06959898620226,1.9433091689979802,3.0634,4.901440000000001,0.14276416848926027,6.0
2901200,320.0,862.0,2.0006670711391936,-0.08673045300459903,0.3471683005522572,-0.10370118591424421,-0.00789073339464177,0.23884325575741586,1.0023326836227695,1.69461271033921,3.0634,4.901440000000001,0.1367686934859959,5.0
2913388,268.0,857.0,4.625637234462912,-0.020206224976592413,1.3792769018566742,-0.2319299862949929,0.05642881058131317,2.8378422865979007,2.003380565111886,3.7625015456457067,3.0422,4.86752,0.15261136266517653,12.0
2923185,273.0,853.0,15.457096103849159,-0.0452800645163598,3.672471820961529,-0.3113566940901318,-0.01510392598778273,1.2465362029642795,0.21722185704968072,8.345058167586174,3.0422,4.86752,0.30029589339129575,39.0
2913391,271.0,857.0,12.831023279364919,-0.025629521166139035,3.383656820100292,-0.3298080896065721,0.06144093825167647,2.3282197886744633,0.9476385154593412,7.7693462195518395,3.0422,4.86752,0.2588128965058182,33.0
2920734,270.0,854.0,8.834480566003545,0.027574359383170766,2.6923782298012022,-0.28484233166654227,0.020486791844359586,1.826903442906451,0.39423770771866395,6.385038392875279,3.0422,4.86752,0.1967207614966143,23.0
2925631,271.0,852.0,14.101248101334086,-0.02433537968770061,3.5330719131748207,-0.30876720800105795,-0.012079226890442765,1.3757204026339918,0.18014278494717614,8.06621978282534,3.0422,4.86752,0.2800367895766222,36.0
2918285,269.0,855.0,12.79234797759809,-0.015487024660399307,3.3809431096259703,-0.30672424936103915,-0.006611306418007804,1.472664544734964,0.10272030923339014,7.761909924878184,3.0422,4.86752,0.2588128965058182,33.0
2898751,319.0,863.0,8.767925422553573,-0.01052452512759805,2.529983970323761,-0.2682904745526599,-0.10452391280914962,0.867129195780028,2.1362004504832854,6.067765637082543,3.0634,4.901440000000001,0.18502488370764505,21.0
2910945,273.0,858.0,2.6708373884687093,-0.06611852185075073,0.6130067139337767,-0.14937202174724495,0.028288137089622724,2.4255003753634523,2.122075640627742,2.2281098137036404,3.0422,4.86752,0.14742429204194332,7.0
2891412,324.0,866.0,17.321335589955673,-0.12260265908934853,3.9201636569494545,-0.295886129794548,-0.15682112920625085,0.7572425803898377,2.127268114175654,8.851977524856522,3.074,4.9184,0.30645658303513335,41.0
2930528,272.0,850.0,17.25428411042657,-0.05685784045525999,3.7985309770559086,-0.3121502308046863,-0.0034619753741604578,1.4552978085608541,0.04825389761726655,8.597067785391054,3.0422,4.86752,0.32313561361843407,43.0
2903651,323.0,861.0,11.24588561196587,-0.0219849757884627,3.066638746723317,-0.29624533255067415,-0.1361870899192762,0.9504646462106273,2.3152596199377298,7.144289829962139,3.074,4.9184,0.22022571059694207,27.0
2915843,275.0,856.0,8.53246515821932,0.018704039903377545,2.607129818476447,-0.2902574745132336,0.05660378152437445,2.356627806270228,1.1187696312712934,6.216470432993745,3.0422,4.86752,0.19157623122247058,22.0
2933026,322.0,849.0,16.83764977489286,-0.0459333201154033,3.9423970855133925,-0.30233150253067465,-0.18136219906316256,0.0,2.4421127311195883,8.900263908783371,3.0634,4.901440000000001,0.3013949557681007,40.0
2928129,321.0,851.0,2.4561586247367995,-0.06812756777617124,0.4714449675544714,-0.12969744071075545,-0.01122735828700068,0.43589678592830566,1.06959898620226,1.9433091689979802,3.0634,4.901440000000001,0.14276416848926027,6.0
2925681,321.0,852.0,15.459179796170915,-0.03999456030775761,3.7542819662494153,-0.29972034299833683,-0.1510825721009257,0.0,2.131330027039559,8.519809278407728,3.0634,4.901440000000001,0.2850472134719592,37.0
2893859,323.0,865.0,3.825327893949341,-0.07687871492272502,0.9242862705448738,-0.17963328977562137,-0.012124935411350948,0.20326916286318653,0.6292088111255817,2.8488388581889525,3.074,4.9184,0.14971684795868576,9.0
2893859,323.0,865.0,13.317311383768113,-0.06219420740779391,3.3992928780519867,-0.28701404206731473,-0.1331770816988688,0.7259899635853597,2.0663626958513888,7.8081959413427935,3.074,4.9184,0.24828095193558883,32.0
2903649,321.0,861.0,8.000222500127922,-0.005185416638882501,2.313335780762247,-0.25662457574326714,-0.10321405314999625,0.9735738506921258,2.2961678935050327,5.634948741996625,3.0634,4.901440000000001,0.17707499938793494,19.0
2906099,323.0,860.0,15.938915817147926,-0.07923537112145196,3.7638529498422555,-0.3216716087074447,-0.164304732911545,0.9579685844509496,2.2992751906490976,8.540900055506567,3.074,4.9184,0.2911160702667534,38.0
2893856,320.0,865.0,9.979677296545972,-0.022181366849149953,2.8220293241805696,-0.2746494232712563,-0.10029425688810172,0.5639165555367023,1.8530888119699258,6.65054844560339,3.0634,4.901440000000001,0.20019828499379771,24.0
2935472,320.0,848.0,8.395624400699667,0.03921673578279883,2.431296906932091,-0.26701308405914087,-0.09888160492502293,0.5143471696097939,2.0958996087100528,5.869831289588936,3.0634,4.901440000000001,0.17993318738982828,20.0
2893854,318.0,865.0,3.788886144841772,-0.07553194675423547,0.9242862705448034,-0.17963328977562149,-0.01212493541131555,0.20326916286677257,0.6292088111232648,2.84883885818881,3.0634,4.901440000000001,0.15023489933570539,9.0
2928126,318.0,851.0,1.9942837931308124,-0.07347328769284478,0.34688613834308424,-0.11002125236580673,-0.00017894278467287146,0.42155787047708965,0.022439261087099194,1.6937724168481179,3.0634,4.901440000000001,0.1367686934859959,5.0
